timestamp,price,symbol,pip_size,epoch
2025-06-29 23:23:22+00:00,96772.8234,R_75,4,1751239402
2025-06-29 23:23:24+00:00,96775.5328,R_75,4,1751239404
2025-06-29 23:23:26+00:00,96784.6224,R_75,4,1751239406
2025-06-29 23:23:28+00:00,96762.717,R_75,4,1751239408
2025-06-29 23:23:30+00:00,96766.7816,R_75,4,1751239410
2025-06-29 23:23:32+00:00,96777.7507,R_75,4,1751239412
2025-06-29 23:23:34+00:00,96768.8895,R_75,4,1751239414
2025-06-29 23:23:36+00:00,96748.45,R_75,4,1751239416
2025-06-29 23:23:38+00:00,96784.7702,R_75,4,1751239418
2025-06-29 23:23:40+00:00,96778.158,R_75,4,1751239420
2025-06-29 23:23:42+00:00,96768.2717,R_75,4,1751239422
2025-06-29 23:23:44+00:00,96761.871,R_75,4,1751239424
2025-06-29 23:23:46+00:00,96764.0568,R_75,4,1751239426
2025-06-29 23:23:48+00:00,96725.5491,R_75,4,1751239428
2025-06-29 23:23:50+00:00,96706.1412,R_75,4,1751239430
2025-06-29 23:23:52+00:00,96685.8521,R_75,4,1751239432
2025-06-29 23:23:54+00:00,96682.6577,R_75,4,1751239434
2025-06-29 23:23:56+00:00,96691.924,R_75,4,1751239436
2025-06-29 23:23:58+00:00,96697.9046,R_75,4,1751239438
2025-06-29 23:24:00+00:00,96700.8216,R_75,4,1751239440
2025-06-29 23:24:02+00:00,96711.2089,R_75,4,1751239442
2025-06-29 23:24:04+00:00,96738.5241,R_75,4,1751239444
2025-06-29 23:24:06+00:00,96736.6107,R_75,4,1751239446
2025-06-29 23:24:08+00:00,96718.5214,R_75,4,1751239448
2025-06-29 23:24:10+00:00,96727.727,R_75,4,1751239450
2025-06-29 23:24:12+00:00,96700.578,R_75,4,1751239452
2025-06-29 23:24:14+00:00,96748.6238,R_75,4,1751239454
2025-06-29 23:24:16+00:00,96777.794,R_75,4,1751239456
2025-06-29 23:24:18+00:00,96757.4998,R_75,4,1751239458
2025-06-29 23:24:20+00:00,96745.5012,R_75,4,1751239460
2025-06-29 23:24:22+00:00,96730.3334,R_75,4,1751239462
2025-06-29 23:24:24+00:00,96728.2947,R_75,4,1751239464
2025-06-29 23:24:26+00:00,96758.5497,R_75,4,1751239466
2025-06-29 23:24:28+00:00,96768.7282,R_75,4,1751239468
2025-06-29 23:24:30+00:00,96770.5217,R_75,4,1751239470
2025-06-29 23:24:32+00:00,96770.288,R_75,4,1751239472
2025-06-29 23:24:34+00:00,96776.0113,R_75,4,1751239474
2025-06-29 23:24:36+00:00,96757.7687,R_75,4,1751239476
2025-06-29 23:24:38+00:00,96781.6178,R_75,4,1751239478
2025-06-29 23:24:40+00:00,96769.2535,R_75,4,1751239480
2025-06-29 23:24:42+00:00,96731.4132,R_75,4,1751239482
2025-06-29 23:24:44+00:00,96740.1386,R_75,4,1751239484
2025-06-29 23:24:46+00:00,96754.5199,R_75,4,1751239486
2025-06-29 23:24:48+00:00,96777.878,R_75,4,1751239488
